Modal,Potensi_Pasar,Lokasi,Persaingan,Tren_Usaha,Jenis_Usaha
123800000,3,1,3,2,Perdagangan
116700000,3,3,3,1,Perdagangan
27400000,3,3,3,1,Perdagangan
127900000,1,3,3,3,Perdagangan
30700000,3,3,3,2,Perdagangan
19400000,3,1,3,3,Perdagangan
18800000,3,2,3,2,Perdagangan
28200000,3,3,2,2,Perdagangan
36200000,2,3,3,1,Perdagangan
60600000,3,3,2,1,Perdagangan
104200000,2,3,3,3,Perdagangan
40800000,3,3,3,2,Perdagangan
40300000,3,2,3,2,Perdagangan
28300000,3,3,3,2,Perdagangan
163400000,3,2,2,2,Perdagangan
38400000,3,2,2,2,Perdagangan
24300000,3,3,3,3,Perdagangan
150100000,1,3,3,2,Perdagangan
23700000,3,2,3,2,Perdagangan
115500000,3,2,3,2,Perdagangan
147300000,1,3,3,2,Perdagangan
64800000,3,3,3,2,Perdagangan
47700000,2,3,2,2,Perdagangan
29300000,3,3,3,2,Perdagangan
39500000,3,3,1,2,Perdagangan
33600000,3,3,3,2,Perdagangan
53300000,3,3,3,2,Perdagangan
167500000,1,1,3,3,Perdagangan
12100000,3,1,3,3,Perdagangan
5800000,3,3,1,3,Perdagangan
143100000,3,3,3,2,Perdagangan
3900000,3,1,1,3,Perdagangan
42600000,3,1,3,3,Perdagangan
196300000,3,1,3,2,Perdagangan
69900000,3,2,3,3,Perdagangan
21100000,3,3,2,3,Perdagangan
151200000,2,2,3,3,Perdagangan
2000000,3,1,3,1,Perdagangan
18000000,3,1,3,3,Perdagangan
11400000,3,1,2,3,Perdagangan
36900000,3,3,2,3,Perdagangan
22500000,3,2,3,3,Perdagangan
3800000,3,2,3,3,Perdagangan
7000000,3,1,2,2,Perdagangan
96000000,3,3,2,3,Perdagangan
19300000,3,3,3,3,Perdagangan
3400000,2,2,2,3,Perdagangan
22600000,2,2,1,3,Jasa
9300000,2,2,1,3,Jasa
9800000,2,3,1,1,Jasa
19400000,2,2,2,3,Jasa
24500000,3,2,2,2,Jasa
12100000,2,2,2,3,Jasa
112200000,2,2,1,3,Jasa
17600000,1,2,1,1,Jasa
36700000,3,2,1,3,Jasa
144500000,2,1,2,3,Jasa
27000000,1,1,1,3,Jasa
12800000,2,3,2,3,Jasa
36600000,3,3,1,3,Jasa
80500000,3,1,1,3,Jasa
50800000,2,2,1,2,Jasa
21900000,2,1,3,3,Jasa
22600000,3,2,1,3,Jasa
25300000,2,1,1,3,Jasa
23700000,3,3,1,2,Jasa
10900000,2,3,1,3,Jasa
73300000,2,2,1,3,Jasa
5500000,3,2,1,3,Jasa
13100000,2,1,2,2,Jasa
11400000,3,2,1,3,Jasa
11400000,2,2,1,3,Jasa
60600000,2,2,3,3,Jasa
74700000,2,2,1,3,Jasa
8400000,3,2,1,3,Jasa
10700000,2,2,1,3,Jasa
10900000,3,2,2,3,Jasa
14700000,2,2,2,3,Jasa
14900000,2,3,1,3,Jasa
8900000,2,2,1,3,Jasa
19000000,3,2,1,3,Jasa
21900000,3,2,1,3,Jasa
16800000,1,1,2,3,Jasa
25500000,2,1,1,3,Jasa
86300000,2,2,2,3,Jasa
24300000,2,1,1,3,Jasa
121300000,2,2,1,3,Jasa
195400000,3,2,1,2,Jasa
65400000,2,2,1,3,Jasa
8100000,3,1,2,3,Jasa
41400000,3,2,1,3,Jasa
103500000,2,2,1,3,Jasa
5900000,2,3,1,3,Jasa
18200000,3,1,2,2,Jasa
19400000,2,2,1,1,Jasa
5800000,2,2,1,3,Jasa
5100000,3,2,1,3,Jasa
5700000,3,3,1,1,Jasa
15200000,3,2,1,3,Jasa
7500000,2,3,1,1,Jasa
111900000,2,2,1,3,Jasa
7300000,1,3,1,1,Jasa
17900000,3,2,1,2,Jasa
9900000,2,3,1,3,Jasa
70300000,2,2,1,3,Jasa
31900000,2,2,2,1,Jasa
14200000,3,2,1,3,Jasa
13400000,2,2,1,3,Jasa
38300000,2,2,1,3,Jasa
16100000,2,2,1,2,Jasa
14300000,3,3,1,2,Jasa
176200000,2,2,1,2,Jasa
17600000,2,1,3,3,Jasa
57800000,2,3,3,1,Jasa
92500000,3,2,1,3,Jasa
30400000,2,3,1,3,Jasa
12600000,2,2,1,3,Jasa
64800000,2,2,1,3,Jasa
145700000,2,3,2,3,Jasa
16400000,3,1,1,3,Jasa
15400000,2,2,1,3,Jasa
11900000,1,2,1,3,Jasa
9500000,3,1,2,3,Jasa
58700000,2,2,1,3,Jasa
14400000,3,2,2,2,Jasa
9500000,2,2,1,3,Jasa
11800000,2,2,1,3,Jasa
96900000,2,2,1,1,Jasa
117300000,3,2,1,3,Jasa
20800000,2,3,1,2,Jasa
192800000,3,2,1,2,Jasa
57600000,2,2,1,3,Jasa
28200000,3,2,1,3,Jasa
102000000,3,2,1,1,Jasa
111000000,2,2,1,3,Jasa
146600000,2,2,3,2,Jasa
24200000,3,2,1,3,Jasa
28800000,2,2,1,3,Jasa
35500000,2,2,3,2,Jasa
164500000,3,3,3,2,Jasa
27500000,2,3,1,2,Jasa
177500000,3,2,1,3,Jasa
30600000,3,2,1,3,Jasa
29800000,3,2,1,2,Jasa
30200000,3,2,1,3,Jasa
42900000,2,3,1,3,Jasa
34300000,2,2,1,3,Jasa
46200000,3,1,1,2,Jasa
52600000,2,2,2,3,Jasa
56000000,2,3,1,2,Jasa
54700000,3,2,1,2,Jasa
26500000,2,2,2,2,Jasa
143600000,2,2,1,3,Jasa
90000000,2,2,1,3,Jasa
153900000,3,2,1,3,Jasa
32900000,2,2,1,3,Jasa
39100000,3,2,1,2,Jasa
168500000,2,2,1,1,Jasa
30300000,2,2,1,2,Jasa
31500000,2,3,1,3,Jasa
146900000,2,2,1,3,Jasa
79300000,2,2,2,2,Jasa
49200000,3,2,2,2,Jasa
57500000,3,3,3,2,Jasa
123100000,3,2,1,3,Jasa
95500000,3,2,1,3,Jasa
51500000,2,2,1,2,Jasa
4500000,1,1,1,3,Jasa
1800000,3,2,1,3,Jasa
2000000,2,1,3,2,Jasa
30200000,2,1,1,3,Jasa
1100000,3,3,1,3,Jasa
2500000,3,1,1,3,Jasa
4800000,2,1,1,3,Jasa
3500000,2,2,2,3,Jasa
63900000,3,1,2,3,Jasa
39200000,2,2,1,2,Jasa
33000000,2,2,1,2,Jasa
2900000,3,2,1,3,Jasa
53400000,3,2,1,3,Jasa
7900000,1,2,1,3,Jasa
4200000,3,2,2,3,Jasa
17300000,2,2,1,3,Jasa
32900000,2,1,2,3,Jasa
8400000,1,1,1,3,Jasa
2100000,2,1,2,3,Jasa
42500000,3,2,1,3,Jasa
8500000,2,2,2,2,Jasa
18000000,2,2,1,2,Jasa
6100000,2,1,1,3,Jasa
64800000,2,1,1,2,Jasa
32200000,3,2,1,3,Jasa
14600000,3,2,1,3,Jasa
16500000,1,2,1,3,Jasa
7600000,2,1,2,2,Jasa
98800000,2,2,3,3,Jasa
58600000,2,2,1,3,Jasa
6400000,3,3,2,2,Jasa
5300000,3,1,1,2,Jasa
81900000,2,1,2,3,Jasa
5900000,2,2,1,3,Jasa
124800000,2,1,3,3,Jasa
5600000,2,3,1,3,Jasa
52000000,3,1,1,3,Jasa
102500000,3,2,1,3,Jasa
7300000,1,2,1,3,Jasa
11300000,2,1,1,2,Jasa
65100000,2,2,1,3,Jasa
38400000,2,2,1,3,Jasa
20300000,2,1,1,3,Jasa
33700000,2,2,1,3,Jasa
104200000,2,2,1,3,Jasa
22500000,2,2,1,3,Jasa
174500000,3,2,1,3,Jasa
8200000,2,1,1,3,Jasa
90200000,2,1,2,3,Jasa
14700000,1,2,2,3,Jasa
8700000,3,1,1,3,Jasa
19400000,3,3,1,3,Jasa
12100000,2,2,1,1,Jasa
5400000,2,3,1,3,Jasa
24600000,3,2,1,2,Jasa
10800000,3,2,3,3,Jasa
7000000,1,2,2,3,Jasa
76700000,2,2,2,2,Jasa
5100000,2,1,1,1,Jasa
8100000,2,2,1,3,Jasa
74500000,3,2,1,3,Jasa
13800000,2,1,1,3,Jasa
137500000,2,2,1,3,Jasa
29300000,2,2,1,3,Jasa
14300000,1,1,1,3,Jasa
16100000,2,3,1,2,Jasa
10400000,2,2,1,3,Jasa
127800000,2,2,1,3,Jasa
29900000,2,3,1,3,Jasa
13800000,1,1,1,3,Jasa
11600000,2,2,3,2,Jasa
69000000,1,2,3,3,Jasa
26700000,2,1,1,3,Jasa
143500000,2,3,1,3,Jasa
69500000,2,2,1,3,Jasa
14400000,1,2,1,3,Jasa
63100000,2,1,1,3,Jasa
112400000,1,2,1,3,Jasa
19100000,2,1,1,2,Jasa
166700000,2,1,1,3,Jasa
34200000,2,2,1,2,Jasa
33200000,3,1,1,3,Jasa
62400000,3,2,1,3,Jasa
46100000,3,2,1,2,Jasa
58400000,2,1,1,3,Jasa
96300000,2,2,1,3,Jasa
42100000,2,2,1,1,Jasa
78500000,2,2,1,3,Jasa
72800000,2,2,1,2,Jasa
58700000,2,1,1,3,Jasa
97200000,3,2,1,3,Jasa
46800000,2,2,1,2,Jasa
181000000,2,2,1,3,Jasa
45100000,2,2,1,3,Jasa
70200000,3,1,1,3,Jasa
38400000,2,1,1,3,Jasa
45000000,3,1,2,3,Jasa
64300000,3,2,2,3,Jasa
99000000,3,2,2,2,Jasa
31900000,2,3,3,1,Jasa
3100000,2,3,1,3,Jasa
3500000,2,1,3,2,Jasa
3100000,2,1,1,3,Jasa
2200000,2,3,1,2,Jasa
34800000,2,2,1,1,Jasa
33800000,2,1,1,2,Jasa
21000000,2,1,1,3,Jasa
4000000,3,2,1,1,Jasa
5000000,2,2,1,2,Jasa
4400000,2,2,1,2,Jasa
6800000,3,2,2,2,Jasa
4300000,2,2,2,3,Jasa
42600000,2,1,1,2,Jasa
2200000,3,1,2,3,Jasa
76200000,2,2,2,2,Jasa
4100000,2,3,1,2,Jasa
8500000,2,2,1,1,Jasa
79000000,2,1,3,3,Jasa
76400000,2,2,2,1,Jasa
18000000,3,2,1,3,Jasa
31100000,2,2,2,3,Jasa
18200000,2,2,1,3,Jasa
23200000,3,1,1,3,Jasa
28200000,3,3,1,3,Jasa
102400000,2,2,1,3,Jasa
27600000,3,2,2,3,Jasa
14100000,2,2,2,2,Jasa
13000000,2,3,3,1,Jasa
31000000,3,2,1,2,Jasa
16500000,2,2,1,3,Jasa
15100000,3,3,1,3,Jasa
24600000,2,2,1,3,Jasa
10300000,1,2,3,3,Jasa
180800000,3,2,1,3,Jasa
102700000,2,3,1,2,Jasa
23300000,2,2,1,3,Jasa
15300000,3,2,1,2,Jasa
21800000,2,2,1,3,Jasa
16700000,3,2,2,3,Jasa
12300000,1,1,1,3,Jasa
123400000,2,2,1,3,Jasa
20700000,2,2,1,3,Jasa
82600000,2,2,1,3,Jasa
34500000,2,3,1,3,Jasa
110300000,2,2,1,1,Jasa
114800000,2,2,1,1,Jasa
49300000,3,3,1,2,Jasa
40400000,2,2,2,3,Jasa
37200000,3,3,1,2,Jasa
30000000,2,2,1,3,Jasa
112100000,2,1,2,3,Jasa
151700000,2,3,2,2,Jasa
136100000,2,2,1,2,Jasa
69900000,2,2,1,3,Jasa
133300000,3,2,1,3,Jasa
28300000,2,2,1,3,Jasa
21300000,2,2,1,3,Jasa
43900000,3,3,1,3,Jasa
39200000,1,2,2,3,Jasa
50600000,2,2,1,2,Jasa
21900000,2,2,1,3,Jasa
8200000,2,2,1,3,Jasa
41700000,2,2,1,2,Jasa
9900000,3,2,2,3,Jasa
130300000,3,2,1,3,Jasa
10800000,2,2,1,3,Jasa
30300000,2,1,2,3,Jasa
13300000,2,2,2,3,Jasa
66500000,3,2,2,3,Jasa
21600000,2,2,2,2,Jasa
20600000,1,2,2,3,Jasa
18000000,3,2,2,3,Jasa
65900000,1,2,1,3,Jasa
136400000,3,1,1,3,Jasa
13000000,2,2,2,3,Jasa
104500000,3,3,1,3,Jasa
39500000,2,2,2,3,Jasa
124800000,2,2,1,3,Jasa
9400000,2,1,1,2,Jasa
156900000,2,1,2,3,Jasa
81800000,2,3,1,2,Jasa
126300000,2,1,1,3,Jasa
36900000,2,2,1,2,Jasa
162600000,2,2,1,3,Jasa
44800000,2,2,1,2,Jasa
40400000,2,2,1,3,Jasa
94800000,2,2,2,2,Jasa
158900000,2,2,1,2,Jasa
37500000,2,2,1,2,Jasa
143800000,2,2,1,2,Jasa
126500000,2,1,1,2,Jasa
32400000,2,3,1,2,Jasa
184600000,2,2,1,2,Jasa
115800000,2,3,1,1,Jasa
87600000,2,3,1,2,Jasa
142800000,2,1,1,2,Jasa
69600000,2,1,1,2,Jasa
171600000,1,3,1,1,Jasa
140900000,2,2,3,3,Jasa
30800000,2,2,1,2,Jasa
7900000,2,3,1,3,Jasa
2100000,2,2,1,3,Jasa
4500000,2,1,1,2,Jasa
28000000,2,2,1,3,Jasa
5000000,3,2,1,3,Jasa
3500000,2,2,1,3,Jasa
3000000,1,2,1,3,Jasa
44500000,2,2,2,3,Jasa
7200000,2,2,1,3,Jasa
17000000,2,1,1,2,Jasa
18600000,1,2,1,3,Jasa
7000000,3,2,2,3,Jasa
6200000,2,2,1,2,Jasa
2500000,2,2,1,2,Jasa
4700000,2,1,2,3,Jasa
101100000,2,2,3,3,Jasa
101700000,2,2,1,2,Jasa
21300000,2,2,2,3,Jasa
97800000,2,2,1,1,Jasa
4400000,2,1,2,1,Jasa
23800000,2,2,1,2,Jasa
128300000,3,1,2,3,Jasa
66000000,3,2,1,2,Jasa
10900000,2,1,1,2,Jasa
70600000,2,2,1,2,Jasa
13200000,2,2,1,3,Jasa
38300000,2,2,3,2,Jasa
103200000,2,1,2,2,Jasa
29000000,2,1,2,2,Jasa
152800000,3,2,2,2,Jasa
15200000,3,1,2,2,Jasa
25600000,2,1,1,2,Jasa
39900000,3,2,1,3,Jasa
30800000,2,1,2,2,Jasa
39900000,2,2,1,2,Jasa
26400000,2,2,1,2,Jasa
174000000,2,1,2,3,Jasa
12800000,2,1,1,2,Jasa
21200000,3,3,1,2,Jasa
44000000,2,2,1,2,Jasa
9900000,3,3,1,3,Jasa
13700000,2,2,1,3,Jasa
23400000,2,1,2,2,Jasa
37900000,2,2,1,2,Jasa
10000000,2,2,1,1,Jasa
17200000,1,2,2,2,Jasa
19600000,2,3,2,3,Jasa
32700000,2,2,1,2,Jasa
20400000,2,2,1,3,Jasa
68100000,2,2,1,3,Jasa
9800000,2,3,1,3,Jasa
17300000,3,2,1,3,Jasa
22800000,2,3,1,3,Jasa
185100000,2,3,1,3,Jasa
22000000,2,2,1,3,Jasa
25000000,1,2,1,3,Jasa
14300000,2,2,1,1,Jasa
18400000,1,2,3,2,Jasa
10500000,2,1,1,2,Jasa
36200000,2,2,1,3,Jasa
13300000,3,2,1,3,Jasa
191400000,1,3,1,1,Jasa
8200000,2,1,3,3,Jasa
11400000,2,1,1,2,Jasa
80600000,3,2,1,1,Jasa
14800000,3,1,3,3,Jasa
3500000,2,1,1,3,Jasa
6400000,2,1,1,2,Jasa
9600000,2,2,1,1,Jasa
14800000,2,2,1,3,Jasa
4200000,2,2,1,2,Jasa
3200000,3,1,1,3,Jasa
165300000,2,1,1,2,Jasa
5200000,1,2,1,3,Jasa
23900000,3,2,3,3,Jasa
3400000,2,2,1,3,Jasa
19500000,2,1,1,2,Jasa
3300000,2,2,1,1,Jasa
17200000,1,1,1,2,Jasa
5100000,2,2,1,3,Jasa
6700000,2,1,3,2,Produksi
7400000,2,1,2,2,Produksi
11300000,2,1,2,3,Produksi
25300000,2,1,2,2,Produksi
46900000,2,3,2,2,Produksi
8500000,2,1,3,2,Produksi
7300000,2,2,2,2,Produksi
10100000,2,1,2,1,Produksi
41500000,2,1,1,2,Produksi
6500000,2,1,3,1,Produksi
6100000,2,1,2,2,Produksi
35500000,1,1,2,3,Produksi
6400000,2,1,2,2,Produksi
14800000,2,1,2,2,Produksi
15200000,2,1,3,2,Produksi
168200000,2,1,2,2,Produksi
87100000,1,1,3,3,Produksi
9600000,2,2,2,2,Produksi
48500000,2,1,2,2,Produksi
14900000,2,1,2,2,Produksi
67400000,1,3,2,2,Produksi
7000000,2,1,2,2,Produksi
18300000,2,3,2,2,Produksi
44200000,2,1,2,2,Produksi
49200000,2,1,2,2,Produksi
91800000,1,2,2,2,Produksi
64300000,2,1,1,2,Produksi
12100000,2,2,1,1,Produksi
25000000,2,1,2,3,Produksi
3400000,2,1,2,2,Produksi
4600000,2,1,1,1,Produksi
13100000,2,1,1,2,Produksi
7600000,2,1,3,2,Produksi
3500000,2,1,2,1,Produksi
75300000,2,1,2,3,Produksi
103100000,2,2,2,2,Produksi
7400000,2,1,3,2,Produksi
9900000,2,2,2,3,Produksi
5400000,2,2,2,2,Produksi
27600000,2,1,2,1,Produksi
29500000,3,1,3,2,Produksi
18200000,2,1,3,1,Produksi
19100000,2,1,3,2,Produksi
11400000,2,2,2,1,Produksi
15300000,2,1,2,1,Produksi
22700000,1,1,2,3,Produksi
12800000,2,1,2,2,Produksi
28900000,2,1,1,2,Produksi
12800000,1,3,2,2,Produksi
19700000,2,2,1,2,Produksi
36900000,2,1,1,2,Produksi
23200000,2,1,2,1,Produksi
135000000,2,1,2,2,Produksi
84300000,3,1,2,3,Produksi
16300000,3,1,3,2,Produksi
24200000,2,1,2,2,Produksi
35400000,2,1,3,2,Produksi
24100000,2,1,3,1,Produksi
67800000,2,1,2,1,Produksi
172500000,1,1,2,2,Produksi
103200000,2,1,2,2,Produksi
10700000,2,1,3,2,Produksi
19600000,3,2,2,2,Produksi
5100000,2,2,2,2,Produksi
106800000,3,2,3,2,Produksi
7000000,3,1,1,2,Produksi
11000000,2,2,2,2,Produksi
16300000,2,1,2,3,Produksi
61200000,2,1,2,3,Produksi
6500000,1,2,2,2,Produksi
11400000,2,2,2,2,Produksi
13200000,2,1,2,2,Produksi
123500000,2,1,2,3,Produksi
79400000,2,2,2,3,Produksi
7100000,3,2,1,3,Produksi
11000000,2,2,2,3,Produksi
5900000,2,1,2,2,Produksi
85300000,2,2,2,2,Produksi
21600000,1,1,2,2,Produksi
126300000,2,1,2,2,Produksi
91300000,2,1,2,3,Produksi
38100000,2,1,1,2,Produksi
24900000,2,2,2,2,Produksi
45100000,2,2,2,2,Produksi
43400000,3,1,3,2,Produksi
128600000,2,2,1,3,Produksi
26900000,2,1,2,2,Produksi
24900000,2,3,1,2,Produksi
48300000,2,1,2,2,Produksi
46300000,3,1,2,2,Produksi
24800000,1,2,1,2,Produksi
34800000,2,1,2,2,Produksi
31100000,2,1,3,2,Produksi
117500000,2,1,2,2,Produksi
21200000,2,1,2,3,Produksi
21400000,2,2,1,2,Produksi
32300000,2,1,2,2,Produksi
38100000,2,1,2,2,Produksi
24000000,2,2,2,3,Produksi
24300000,2,2,2,2,Produksi
18700000,2,2,2,1,Produksi
142300000,2,1,2,2,Produksi
5400000,2,1,3,2,Produksi
66200000,2,1,2,2,Produksi
9600000,2,1,3,2,Produksi
126700000,2,3,2,2,Produksi
29600000,1,1,2,1,Produksi
6000000,2,1,2,2,Produksi
11500000,2,1,2,2,Produksi
8800000,2,1,1,2,Produksi
14300000,2,3,2,2,Produksi
33400000,2,1,1,2,Produksi
12000000,1,1,2,1,Produksi
108000000,3,1,2,2,Produksi
11900000,2,1,2,1,Produksi
72700000,2,2,2,2,Produksi
9400000,2,2,2,1,Produksi
63800000,2,1,2,2,Produksi
7100000,2,1,2,2,Produksi
7600000,2,1,2,2,Produksi
162300000,2,1,2,2,Produksi
191000000,2,1,2,2,Produksi
4100000,1,2,3,3,Produksi
148600000,2,2,2,2,Produksi
10500000,2,1,3,1,Produksi
12400000,2,3,1,2,Produksi
10500000,2,3,2,3,Produksi
32600000,2,1,2,2,Produksi
4700000,2,2,2,2,Produksi
4000000,2,1,2,1,Produksi
6000000,2,1,3,1,Produksi
112000000,2,2,2,1,Produksi
8300000,3,1,2,2,Produksi
9200000,2,2,2,2,Produksi
30900000,2,2,2,1,Produksi
3400000,2,1,2,3,Produksi
20700000,2,2,2,3,Produksi
131800000,3,1,2,3,Produksi
77500000,2,2,2,3,Produksi
86700000,2,1,2,2,Produksi
78700000,2,2,2,2,Produksi
28800000,2,1,3,2,Produksi
17400000,2,1,2,2,Produksi
12900000,2,1,2,2,Produksi
68400000,2,1,2,3,Produksi
14900000,3,1,2,2,Produksi
197200000,2,1,2,2,Produksi
12000000,2,1,2,2,Produksi
61900000,2,1,2,2,Produksi
61200000,1,2,3,2,Produksi
10100000,2,1,3,2,Produksi
10200000,2,1,2,2,Produksi
28900000,2,2,2,1,Produksi
124800000,2,1,2,3,Produksi
10000000,2,1,2,1,Produksi
18000000,2,1,2,3,Produksi
33600000,2,1,3,3,Produksi
63100000,2,2,2,3,Produksi
10200000,2,2,1,2,Produksi
16200000,2,1,2,2,Produksi
17500000,2,2,2,2,Produksi
42600000,1,1,2,1,Produksi
79100000,1,1,3,2,Produksi
49300000,2,1,1,3,Produksi
29000000,2,1,2,2,Produksi
18200000,2,1,2,2,Produksi
39900000,2,1,2,2,Produksi
52900000,3,2,2,2,Produksi
15300000,3,1,2,3,Produksi
18900000,3,1,2,1,Produksi
23400000,3,2,2,2,Produksi
18000000,2,2,2,2,Produksi
16700000,2,2,3,2,Produksi
37900000,2,1,2,2,Produksi
83400000,2,1,2,2,Produksi
34800000,1,1,1,2,Produksi
18700000,2,1,2,2,Produksi
31100000,2,1,2,2,Produksi
34900000,3,1,3,1,Produksi
28700000,3,1,2,2,Produksi
80000000,2,1,3,3,Produksi
13700000,2,1,2,3,Produksi
10300000,2,1,2,2,Produksi
5900000,2,1,3,2,Produksi
11000000,1,1,3,2,Produksi
7400000,2,1,1,2,Produksi
71900000,2,2,3,2,Produksi
5500000,2,2,2,2,Produksi
6500000,3,1,2,1,Produksi
118500000,2,2,3,1,Produksi
73300000,2,1,2,2,Produksi
16200000,2,2,2,3,Produksi
19000000,2,1,2,2,Produksi
37100000,2,1,2,2,Produksi
8800000,2,3,3,2,Produksi
36700000,2,2,2,2,Produksi
69900000,2,1,2,2,Produksi
66500000,2,1,2,2,Produksi
6000000,2,2,2,2,Produksi
7800000,3,2,2,2,Produksi
30700000,2,1,1,2,Produksi
33100000,2,1,2,2,Produksi
15100000,3,2,2,2,Produksi
19500000,3,2,2,3,Produksi
10700000,3,1,2,2,Produksi
8200000,2,1,2,2,Produksi
8400000,2,1,2,2,Produksi
36400000,2,2,2,3,Produksi
164700000,2,2,3,2,Produksi
23900000,2,1,2,3,Produksi
15900000,2,2,2,3,Produksi
32100000,3,2,2,2,Produksi
26400000,2,1,2,3,Produksi
124800000,2,2,2,2,Produksi
13800000,3,2,2,2,Produksi
6300000,2,1,2,3,Produksi
8100000,2,2,1,2,Produksi
65900000,2,1,2,2,Produksi
15300000,1,1,2,2,Produksi
68000000,2,1,2,2,Produksi
11600000,2,1,2,2,Produksi
17600000,2,1,2,2,Produksi
10800000,2,1,2,2,Produksi
13400000,3,2,2,2,Produksi
21500000,2,1,2,2,Produksi
43600000,2,1,2,2,Produksi
82800000,2,1,2,2,Produksi
10500000,2,1,1,3,Produksi
102700000,2,1,2,2,Produksi
193200000,2,1,2,3,Produksi
176600000,1,2,2,2,Produksi
28400000,2,1,2,2,Produksi
13200000,2,2,2,2,Produksi
23700000,3,1,2,2,Produksi
101700000,2,1,2,2,Produksi
27200000,2,2,2,3,Produksi
26500000,2,1,3,1,Produksi
59800000,2,2,2,2,Produksi
21800000,3,2,2,3,Produksi
19500000,2,1,2,1,Produksi
9700000,2,1,3,2,Produksi
15200000,2,1,2,2,Produksi
14100000,2,1,1,2,Produksi
14200000,2,2,2,2,Produksi
180500000,2,1,2,2,Produksi
15700000,3,1,2,2,Produksi
18800000,2,1,3,2,Produksi
23100000,3,1,2,2,Produksi
20000000,2,1,2,2,Produksi
153500000,2,2,2,2,Produksi
18400000,2,1,2,2,Produksi
24400000,3,1,2,2,Produksi
113100000,2,1,2,2,Produksi
20400000,2,1,2,2,Produksi
143300000,3,2,2,2,Produksi
156800000,2,2,1,2,Produksi
106400000,2,1,2,2,Produksi
22800000,3,1,2,2,Produksi
39300000,2,1,3,2,Produksi
120400000,2,1,2,2,Produksi
31300000,2,1,2,3,Produksi
155200000,2,3,2,1,Produksi
35100000,3,1,2,3,Produksi
154700000,2,2,2,1,Produksi
37900000,2,2,2,2,Produksi
56500000,2,1,1,3,Produksi
21000000,3,1,1,2,Produksi
60700000,1,1,2,2,Produksi
18400000,1,1,2,3,Produksi
95900000,2,1,2,2,Produksi
102400000,2,3,2,2,Produksi
57300000,2,1,2,2,Produksi
23000000,2,2,3,2,Produksi
28600000,3,1,3,2,Produksi
17200000,2,1,2,2,Produksi
38700000,1,1,3,3,Produksi
39400000,1,1,2,2,Produksi
39700000,1,1,1,2,Produksi
39300000,1,1,2,2,Produksi
36400000,2,1,2,2,Produksi
60900000,1,1,2,2,Produksi
36100000,1,2,2,2,Produksi
92100000,2,1,2,2,Produksi
11600000,1,1,2,2,Produksi
10900000,1,1,2,2,Produksi
109400000,2,2,1,2,Produksi
92400000,2,1,2,2,Produksi
20100000,2,1,2,2,Produksi
187900000,1,1,3,1,Produksi
179000000,2,2,2,2,Produksi
10700000,2,1,2,2,Produksi
26600000,2,1,2,2,Produksi
16800000,2,2,2,2,Produksi
31300000,2,1,2,2,Produksi
25800000,2,1,2,2,Produksi
79300000,2,1,2,2,Produksi
156500000,3,1,2,2,Produksi
19900000,2,1,2,2,Produksi
159200000,3,2,2,2,Produksi
57600000,2,1,2,2,Produksi
151100000,2,1,2,2,Produksi
20400000,3,1,2,1,Produksi
13900000,2,1,2,2,Produksi
30400000,2,1,3,2,Produksi
8800000,2,1,2,2,Produksi
22400000,2,1,2,2,Produksi
10500000,2,1,2,3,Produksi
11700000,2,3,2,2,Produksi
11500000,2,1,2,3,Produksi
45200000,1,2,2,2,Produksi
62300000,1,1,3,1,Produksi
8400000,2,1,2,3,Produksi
14500000,1,1,1,2,Produksi
17000000,3,2,2,2,Produksi
15900000,2,2,3,2,Produksi
185900000,3,2,2,2,Produksi
81700000,2,1,3,1,Produksi
40200000,2,2,2,2,Produksi
9200000,1,1,3,2,Produksi
146600000,2,2,2,2,Produksi
9900000,1,1,3,2,Produksi
14500000,2,1,3,2,Produksi
10400000,2,1,2,3,Produksi
6800000,2,2,2,2,Produksi
117400000,2,2,2,2,Produksi
9300000,2,1,3,2,Produksi
18900000,2,1,2,2,Produksi
22300000,2,1,2,2,Produksi
72500000,1,1,2,2,Produksi
13400000,3,1,2,3,Produksi
16000000,3,1,2,3,Produksi
11600000,3,3,2,3,Produksi
14300000,1,1,2,1,Produksi
12600000,2,1,2,2,Produksi
5000000,2,2,2,1,Produksi
33500000,2,1,2,2,Produksi
9100000,1,1,2,2,Produksi
177700000,2,1,2,2,Produksi
8100000,3,1,2,2,Produksi
10800000,2,1,3,2,Produksi
25100000,2,2,3,1,Produksi
127000000,2,2,2,2,Produksi
51400000,2,2,2,2,Produksi
25700000,2,2,1,2,Produksi
35900000,2,1,2,3,Produksi
20100000,3,1,2,3,Produksi
27000000,2,1,2,2,Produksi
36900000,2,1,2,2,Produksi
63600000,2,1,3,2,Produksi
74600000,2,1,2,2,Produksi
22900000,2,1,2,3,Produksi
80600000,2,1,2,2,Produksi
46100000,2,2,3,2,Produksi
33300000,2,2,3,2,Produksi
31000000,2,1,2,2,Produksi
70700000,2,1,3,3,Produksi
30400000,2,2,1,2,Produksi
114400000,2,1,3,2,Produksi
41200000,2,2,1,2,Produksi
26700000,2,1,2,2,Produksi
8400000,3,1,2,2,Produksi
21300000,3,1,2,2,Produksi
24200000,2,1,2,3,Produksi
72400000,3,1,2,3,Produksi
15700000,2,1,2,2,Produksi
97300000,2,1,2,2,Produksi
66100000,2,1,2,2,Produksi
8200000,2,2,2,2,Produksi
