Modal,Potensi_Pasar,Lokasi,Persaingan,Tren_Usaha,Jenis_Usaha
12700000,2,1,1,2,Jasa
21900000,2,1,2,3,Produksi
18900000,3,3,2,3,Kuliner
10600000,2,3,2,3,Kuliner
20900000,3,2,3,2,Perdagangan
22200000,1,1,1,2,Pertanian/Peternakan
14800000,1,3,2,3,Kuliner
69000000,3,2,3,3,Perdagangan
27900000,1,1,1,1,Pertanian/Peternakan
11400000,3,3,3,2,Perdagangan
13200000,1,1,1,1,Pertanian/Peternakan
17300000,2,3,2,1,Produksi
31100000,3,2,1,3,Jasa
20200000,1,1,1,1,Pertanian/Peternakan
30500000,3,3,2,2,Perdagangan
8000000,3,3,3,2,Perdagangan
10100000,2,2,1,3,Jasa
54500000,2,2,1,3,Jasa
78000000,1,1,1,1,Pertanian/Peternakan
9000000,2,1,2,2,Produksi
3900000,3,3,3,3,Kuliner
34500000,1,1,2,1,Pertanian/Peternakan
48900000,2,1,1,2,Pertanian/Peternakan
7700000,2,3,3,3,Kuliner
10300000,2,2,1,3,Jasa
13000000,3,3,2,3,Kuliner
15000000,3,1,2,2,Produksi
20200000,3,3,3,2,Perdagangan
17900000,2,3,2,3,Produksi
19200000,3,3,3,2,Perdagangan
18600000,3,3,2,3,Kuliner
16100000,1,1,1,2,Pertanian/Peternakan
51400000,1,1,2,1,Pertanian/Peternakan
12800000,2,1,2,2,Produksi
8400000,2,3,2,3,Kuliner
14500000,1,1,3,2,Produksi
6500000,2,1,2,2,Produksi
13200000,3,3,2,3,Kuliner
17200000,1,1,1,3,Pertanian/Peternakan
8100000,1,3,1,2,Kuliner
21200000,1,1,1,3,Pertanian/Peternakan
3500000,2,3,1,3,Kuliner
17500000,3,3,3,2,Perdagangan
11400000,3,3,2,2,Perdagangan
8400000,3,3,1,2,Perdagangan
23700000,2,1,1,1,Pertanian/Peternakan
8200000,3,3,2,3,Kuliner
16300000,3,3,2,2,Perdagangan
8600000,3,3,3,2,Perdagangan
6500000,2,3,2,3,Kuliner
5500000,3,2,1,3,Jasa
7300000,3,3,3,3,Kuliner
5100000,3,3,2,2,Kuliner
24300000,2,2,3,3,Jasa
21200000,3,3,3,2,Perdagangan
15700000,3,2,2,3,Kuliner
13700000,2,1,2,2,Produksi
11400000,2,1,2,2,Produksi
26900000,1,1,2,1,Pertanian/Peternakan
10200000,2,1,2,2,Produksi
12800000,1,3,2,3,Kuliner
11900000,3,2,1,3,Jasa
13100000,3,3,2,3,Kuliner
14000000,2,2,1,3,Jasa
13700000,2,2,1,2,Jasa
41300000,3,3,2,2,Produksi
7400000,3,3,2,3,Kuliner
18300000,3,3,1,2,Perdagangan
23800000,2,2,1,3,Jasa
22500000,2,1,2,3,Produksi
22800000,2,2,2,1,Pertanian/Peternakan
10400000,3,1,2,2,Produksi
5900000,2,1,2,2,Produksi
25400000,2,2,2,2,Produksi
7700000,3,2,2,3,Kuliner
12600000,3,3,2,3,Kuliner
38500000,2,3,3,2,Perdagangan
13300000,1,1,1,1,Pertanian/Peternakan
79600000,3,3,3,2,Perdagangan
13100000,2,2,1,3,Jasa
28800000,3,3,3,2,Perdagangan
14200000,2,1,2,1,Produksi
14500000,2,1,2,3,Jasa
12400000,1,1,1,1,Pertanian/Peternakan
12600000,2,2,1,3,Jasa
4200000,2,2,2,3,Jasa
10700000,2,1,1,3,Jasa
27900000,1,1,1,1,Pertanian/Peternakan
58300000,1,1,1,2,Pertanian/Peternakan
16800000,2,2,1,3,Jasa
64200000,3,2,3,2,Perdagangan
19700000,1,2,1,1,Pertanian/Peternakan
24600000,2,2,2,2,Produksi
36500000,3,3,3,2,Perdagangan
6600000,2,2,2,3,Jasa
9700000,1,1,1,1,Pertanian/Peternakan
86800000,2,2,1,2,Jasa
32600000,2,1,2,2,Produksi
15000000,2,2,3,3,Produksi
7500000,3,2,2,3,Kuliner
24200000,3,1,3,2,Produksi
23800000,2,2,2,1,Produksi
17900000,2,3,2,2,Produksi
28300000,2,2,2,2,Produksi
8600000,2,2,3,3,Jasa
26300000,3,3,3,1,Perdagangan
8800000,3,3,2,3,Kuliner
20600000,2,2,3,2,Produksi
44500000,2,2,1,3,Jasa
5000000,3,3,2,3,Kuliner
14000000,2,2,1,3,Jasa
7200000,2,2,2,3,Jasa
12700000,3,3,3,2,Perdagangan
10100000,2,1,2,2,Produksi
14200000,2,1,2,2,Produksi
54300000,2,2,1,3,Jasa
16700000,1,3,1,2,Pertanian/Peternakan
23400000,2,2,2,2,Produksi
6000000,3,3,2,3,Kuliner
4900000,3,3,2,3,Kuliner
8800000,3,1,2,2,Produksi
20900000,3,2,1,3,Jasa
17400000,1,1,1,1,Pertanian/Peternakan
11000000,2,3,2,3,Kuliner
15700000,3,3,3,2,Perdagangan
18200000,2,2,3,2,Produksi
21100000,2,2,2,3,Jasa
10300000,1,3,2,1,Jasa
10500000,3,3,3,3,Kuliner
9900000,3,3,2,3,Kuliner
17400000,3,3,2,2,Perdagangan
9500000,1,2,1,3,Jasa
72100000,1,2,1,3,Jasa
13300000,3,3,2,3,Jasa
40700000,2,3,3,3,Perdagangan
3600000,2,3,2,3,Jasa
12300000,2,1,2,2,Produksi
30100000,3,3,3,3,Perdagangan
28100000,3,1,2,2,Produksi
10300000,1,1,1,2,Pertanian/Peternakan
5900000,2,2,1,2,Jasa
48100000,1,1,1,1,Pertanian/Peternakan
16500000,3,2,2,1,Kuliner
9300000,2,1,2,3,Produksi
23200000,2,1,1,2,Pertanian/Peternakan
12800000,3,3,2,2,Kuliner
1100000,3,2,3,2,Perdagangan
80400000,3,3,2,3,Perdagangan
107500000,1,1,1,3,Pertanian/Peternakan
2400000,2,2,1,3,Jasa
24000000,1,1,1,2,Pertanian/Peternakan
4000000,2,2,2,3,Jasa
15700000,2,2,1,3,Jasa
15000000,2,2,1,2,Jasa
3700000,2,2,1,3,Jasa
11600000,3,3,2,3,Kuliner
12200000,2,2,2,3,Produksi
18400000,2,2,1,1,Jasa
6700000,2,1,2,2,Produksi
14000000,2,1,3,2,Produksi
21700000,1,1,1,1,Pertanian/Peternakan
2000000,3,3,1,3,Jasa
24800000,1,3,1,1,Pertanian/Peternakan
13500000,3,2,1,3,Jasa
19300000,1,3,1,1,Pertanian/Peternakan
7700000,2,1,2,2,Produksi
5600000,3,3,2,1,Kuliner
5000000,3,3,2,2,Kuliner
9100000,3,2,2,3,Kuliner
22400000,2,2,1,3,Jasa
18700000,1,1,3,2,Produksi
20000000,2,2,1,3,Jasa
31600000,2,1,2,2,Produksi
5500000,3,3,2,3,Kuliner
3100000,3,3,2,1,Kuliner
4800000,2,3,2,2,Produksi
5400000,3,3,2,3,Kuliner
3000000,3,3,2,3,Kuliner
9900000,1,3,2,3,Kuliner
6400000,3,3,3,2,Kuliner
36500000,2,1,2,2,Produksi
32300000,1,2,2,1,Pertanian/Peternakan
19500000,3,3,3,3,Perdagangan
10500000,2,3,2,3,Kuliner
8800000,2,2,1,2,Jasa
36300000,1,1,1,3,Pertanian/Peternakan
66000000,1,3,3,2,Perdagangan
34400000,1,1,2,1,Pertanian/Peternakan
3000000,3,3,3,2,Perdagangan
9500000,2,3,2,3,Jasa
15400000,3,3,2,3,Kuliner
7100000,3,3,2,3,Kuliner
8200000,2,2,1,3,Jasa
11200000,3,2,2,3,Kuliner
21800000,2,1,1,2,Produksi
18400000,3,3,1,2,Perdagangan
168900000,3,2,1,3,Jasa
20000000,1,1,1,1,Pertanian/Peternakan
4300000,3,3,3,2,Perdagangan
16200000,2,2,2,3,Jasa
8400000,3,3,3,2,Perdagangan
17800000,2,2,2,2,Produksi
25400000,2,3,2,2,Perdagangan
33900000,2,1,1,2,Produksi
18500000,2,1,1,3,Jasa
8800000,2,1,1,1,Produksi
15600000,2,1,2,2,Produksi
42800000,2,3,1,3,Jasa
37700000,2,3,3,2,Perdagangan
9900000,1,3,2,3,Kuliner
20800000,2,1,1,1,Pertanian/Peternakan
12800000,3,3,1,2,Perdagangan
30300000,1,1,2,2,Pertanian/Peternakan
9100000,3,2,2,3,Kuliner
65800000,3,3,3,2,Perdagangan
38500000,1,1,1,1,Pertanian/Peternakan
33300000,2,2,1,1,Jasa
9300000,2,1,2,2,Produksi
25700000,1,1,1,2,Pertanian/Peternakan
17300000,3,3,2,3,Kuliner
3800000,2,2,1,3,Jasa
17700000,1,1,1,1,Pertanian/Peternakan
22200000,3,1,3,1,Perdagangan
4700000,3,3,2,3,Kuliner
25400000,3,3,3,2,Perdagangan
20000000,1,1,1,1,Pertanian/Peternakan
9600000,3,3,3,3,Kuliner
16300000,1,1,1,2,Pertanian/Peternakan
13400000,2,2,1,3,Jasa
13100000,2,1,1,3,Jasa
20500000,2,1,2,2,Produksi
18500000,2,3,3,3,Kuliner
8800000,2,2,1,3,Jasa
11100000,3,3,3,2,Kuliner
74200000,3,3,3,2,Perdagangan
30100000,2,1,2,2,Pertanian/Peternakan
30700000,2,1,2,2,Produksi
44500000,1,2,1,3,Jasa
5400000,3,1,2,2,Pertanian/Peternakan
25200000,1,1,1,1,Pertanian/Peternakan
23300000,1,1,1,1,Pertanian/Peternakan
29400000,3,3,3,1,Perdagangan
9800000,1,2,3,2,Produksi
48700000,2,1,1,1,Pertanian/Peternakan
12000000,1,1,2,1,Pertanian/Peternakan
11400000,2,2,1,3,Jasa
39200000,3,3,3,2,Perdagangan
27300000,3,1,3,2,Perdagangan
30200000,1,1,1,1,Pertanian/Peternakan
14400000,3,3,2,3,Produksi
17000000,1,3,3,3,Perdagangan
13900000,3,3,3,2,Perdagangan
46000000,2,1,2,3,Jasa
13800000,2,1,1,3,Jasa
15700000,2,1,2,2,Produksi
8200000,3,2,2,2,Perdagangan
27300000,3,3,2,2,Perdagangan
22300000,2,2,1,3,Jasa
2900000,2,2,2,3,Jasa
14500000,3,3,1,3,Kuliner
15600000,2,1,2,2,Produksi
15100000,3,3,2,2,Kuliner
43200000,2,1,2,2,Produksi
16800000,2,3,2,3,Kuliner
50700000,1,1,1,2,Pertanian/Peternakan
6000000,1,1,1,2,Produksi
35100000,2,1,2,2,Produksi
32000000,2,1,2,1,Pertanian/Peternakan
8500000,2,2,1,3,Jasa
29700000,1,1,1,1,Pertanian/Peternakan
