Modal,Potensi_Pasar,Lokasi,Persaingan,Tren_Usaha,Jenis_Usaha,Jenis_Usaha_Spesifik,id_mapping,skenario_ke
3700000,3,3,3,3,Perdagangan,Dropshipper,24,2
1200000,3,1,3,3,Perdagangan,Dropshipper,24,3
10900000,2,2,3,3,Perdagangan,Dropshipper,24,4
18700000,3,1,2,2,Perdagangan,Dropshipper,24,5
146600000,3,2,3,3,Perdagangan,Dropshipper,24,6
34700000,2,2,3,3,Perdagangan,Dropshipper,24,7
1600000,3,1,3,3,Perdagangan,Dropshipper,24,8
2700000,2,3,3,3,Perdagangan,Dropshipper,24,9
145300000,2,1,3,1,Perdagangan,Dropshipper,24,10
900000,2,1,3,1,Perdagangan,Dropshipper,24,11
64200000,3,2,3,2,Perdagangan,Dropshipper,24,12
2500000,2,1,3,2,Perdagangan,Dropshipper,24,13
70900000,3,1,3,3,Perdagangan,Dropshipper,24,14
131100000,3,3,3,3,Perdagangan,Dropshipper,24,15
3000000,2,3,3,3,Perdagangan,Dropshipper,24,16
69000000,3,2,3,2,Perdagangan,Dropshipper,24,17
600000,3,2,3,3,Perdagangan,Dropshipper,24,18
1200000,3,3,3,3,Perdagangan,Dropshipper,24,19
38300000,3,1,1,3,Perdagangan,Dropshipper,24,20
181200000,3,1,2,2,Perdagangan,Toko pakaian,25,1
42900000,1,2,3,2,Perdagangan,Toko pakaian,25,2
44000000,2,3,3,3,Perdagangan,Toko pakaian,25,3
50900000,1,2,1,2,Perdagangan,Toko pakaian,25,4
18000000,2,3,3,2,Perdagangan,Toko pakaian,25,5
21700000,3,2,1,3,Perdagangan,Toko pakaian,25,6
125400000,3,3,3,2,Perdagangan,Toko pakaian,25,7
44000000,3,3,2,3,Perdagangan,Toko pakaian,25,8
35700000,2,3,3,2,Perdagangan,Toko pakaian,25,9
22000000,3,3,3,2,Perdagangan,Toko pakaian,25,10
40800000,1,3,3,2,Perdagangan,Toko pakaian,25,11
75600000,1,1,3,2,Perdagangan,Toko pakaian,25,12
22500000,3,3,3,2,Perdagangan,Toko pakaian,25,13
27900000,3,3,3,2,Perdagangan,Toko pakaian,25,14
20700000,3,3,3,2,Perdagangan,Toko pakaian,25,15
16300000,2,3,3,2,Perdagangan,Toko pakaian,25,16
82400000,3,1,3,2,Perdagangan,Toko pakaian,25,17
20100000,2,3,1,3,Perdagangan,Toko pakaian,25,18
28800000,2,3,3,2,Perdagangan,Toko pakaian,25,19
32900000,3,3,2,2,Perdagangan,Toko pakaian,25,20
27000000,3,3,3,2,Perdagangan,Toko alat tulis,26,1
24000000,3,3,3,2,Perdagangan,Toko alat tulis,26,2
16800000,3,3,3,2,Perdagangan,Toko alat tulis,26,3
13600000,3,3,3,2,Perdagangan,Toko alat tulis,26,4
33300000,2,3,2,2,Perdagangan,Toko alat tulis,26,5
69300000,1,3,3,2,Perdagangan,Toko alat tulis,26,6
21800000,3,1,3,2,Perdagangan,Toko alat tulis,26,7
26600000,3,3,2,2,Perdagangan,Toko alat tulis,26,8
29000000,3,2,3,2,Perdagangan,Toko alat tulis,26,9
99500000,3,3,3,2,Perdagangan,Toko alat tulis,26,10
10500000,2,3,2,2,Perdagangan,Toko alat tulis,26,11
10000000,3,2,3,1,Perdagangan,Toko alat tulis,26,12
44000000,3,3,3,3,Perdagangan,Toko alat tulis,26,13
18800000,3,3,3,2,Perdagangan,Toko alat tulis,26,14
41400000,2,2,3,2,Perdagangan,Toko alat tulis,26,15
63300000,1,3,3,2,Perdagangan,Toko alat tulis,26,16
18400000,3,2,1,2,Perdagangan,Toko alat tulis,26,17
11000000,3,1,3,2,Perdagangan,Toko alat tulis,26,18
35600000,1,3,2,2,Perdagangan,Toko alat tulis,26,19
30400000,3,3,3,2,Perdagangan,Toko alat tulis,26,20
10900000,3,3,3,2,Perdagangan,Toko kosmetik,27,1
43400000,3,3,3,3,Perdagangan,Toko kosmetik,27,2
12000000,1,3,3,2,Perdagangan,Toko kosmetik,27,3
22200000,3,3,2,3,Perdagangan,Toko kosmetik,27,4
27600000,3,3,2,2,Perdagangan,Toko kosmetik,27,5
34400000,1,1,3,3,Perdagangan,Toko kosmetik,27,6
97200000,3,3,3,2,Perdagangan,Toko kosmetik,27,7
21400000,3,3,2,2,Perdagangan,Toko kosmetik,27,8
38100000,3,2,2,2,Perdagangan,Toko kosmetik,27,9
103800000,2,3,2,2,Perdagangan,Toko kosmetik,27,10
48600000,3,2,1,2,Perdagangan,Toko kosmetik,27,11
18400000,3,2,3,3,Perdagangan,Toko kosmetik,27,12
23200000,3,3,3,3,Perdagangan,Toko kosmetik,27,13
23500000,3,3,3,3,Perdagangan,Toko kosmetik,27,14
11700000,1,1,3,2,Perdagangan,Toko kosmetik,27,15
25500000,3,3,3,3,Perdagangan,Toko kosmetik,27,16
18600000,3,3,3,1,Perdagangan,Toko kosmetik,27,17
83300000,3,2,1,3,Perdagangan,Toko kosmetik,27,18
13700000,3,3,3,3,Perdagangan,Toko kosmetik,27,19
171700000,2,3,3,3,Perdagangan,Toko kosmetik,27,20
127800000,2,3,3,2,Perdagangan,Toko elektronik kecil,28,1
83100000,3,3,1,1,Perdagangan,Toko elektronik kecil,28,2
114600000,2,3,3,2,Perdagangan,Toko elektronik kecil,28,3
32400000,3,3,2,2,Perdagangan,Toko elektronik kecil,28,4
194200000,2,3,2,2,Perdagangan,Toko elektronik kecil,28,5
152200000,3,3,3,2,Perdagangan,Toko elektronik kecil,28,6
54000000,2,2,3,3,Perdagangan,Toko elektronik kecil,28,7
27500000,2,3,3,1,Perdagangan,Toko elektronik kecil,28,8
32800000,3,3,3,2,Perdagangan,Toko elektronik kecil,28,9
134300000,2,2,3,2,Perdagangan,Toko elektronik kecil,28,10
37500000,3,3,3,1,Perdagangan,Toko elektronik kecil,28,11
46800000,3,3,3,2,Perdagangan,Toko elektronik kecil,28,12
152600000,3,3,2,2,Perdagangan,Toko elektronik kecil,28,13
36300000,3,3,3,2,Perdagangan,Toko elektronik kecil,28,14
73400000,3,3,1,2,Perdagangan,Toko elektronik kecil,28,15
31100000,3,3,3,2,Perdagangan,Toko elektronik kecil,28,16
34500000,3,2,1,2,Perdagangan,Toko elektronik kecil,28,17
84400000,1,3,3,2,Perdagangan,Toko elektronik kecil,28,18
62200000,3,3,3,3,Perdagangan,Toko elektronik kecil,28,19
85800000,2,3,3,2,Perdagangan,Toko elektronik kecil,28,20
171300000,3,3,3,2,Perdagangan,Toko aksesoris,29,1
5300000,1,1,3,2,Perdagangan,Toko aksesoris,29,2
32300000,3,3,3,2,Perdagangan,Toko aksesoris,29,3
19900000,3,3,3,3,Perdagangan,Toko aksesoris,29,4
41300000,3,2,1,2,Perdagangan,Toko aksesoris,29,5
5500000,3,3,3,2,Perdagangan,Toko aksesoris,29,6
7600000,3,3,2,3,Perdagangan,Toko aksesoris,29,7
29900000,3,2,1,2,Perdagangan,Toko aksesoris,29,8
13900000,2,2,3,2,Perdagangan,Toko aksesoris,29,9
14800000,3,3,3,3,Perdagangan,Toko aksesoris,29,10
102300000,3,1,3,2,Perdagangan,Toko aksesoris,29,11
36900000,3,2,3,1,Perdagangan,Toko aksesoris,29,12
14300000,3,3,3,2,Perdagangan,Toko aksesoris,29,13
83100000,2,3,3,2,Perdagangan,Toko aksesoris,29,14
42200000,3,2,1,2,Perdagangan,Toko aksesoris,29,15
7100000,3,3,1,2,Perdagangan,Toko aksesoris,29,16
7100000,3,2,3,3,Perdagangan,Toko aksesoris,29,17
6900000,3,3,3,3,Perdagangan,Toko aksesoris,29,18
46200000,3,1,2,2,Perdagangan,Toko aksesoris,29,19
17000000,3,3,1,2,Perdagangan,Toko aksesoris,29,20
17500000,3,2,3,2,Perdagangan,Toko sepatu,30,1
49000000,3,3,2,2,Perdagangan,Toko sepatu,30,2
62900000,3,3,3,2,Perdagangan,Toko sepatu,30,3
31000000,3,3,3,2,Perdagangan,Toko sepatu,30,4
15700000,3,3,3,2,Perdagangan,Toko sepatu,30,5
108600000,3,3,3,2,Perdagangan,Toko sepatu,30,6
27300000,3,3,3,2,Perdagangan,Toko sepatu,30,7
193500000,3,3,3,2,Perdagangan,Toko sepatu,30,8
35700000,2,1,3,3,Perdagangan,Toko sepatu,30,9
119500000,3,2,3,2,Perdagangan,Toko sepatu,30,10
15500000,2,3,2,1,Perdagangan,Toko sepatu,30,11
71800000,1,3,1,2,Perdagangan,Toko sepatu,30,12
31600000,3,3,2,2,Perdagangan,Toko sepatu,30,13
23700000,3,1,3,2,Perdagangan,Toko sepatu,30,14
16500000,2,2,3,3,Perdagangan,Toko sepatu,30,15
64400000,2,3,3,2,Perdagangan,Toko sepatu,30,16
193600000,3,3,3,3,Perdagangan,Toko sepatu,30,17
75900000,1,3,3,2,Perdagangan,Toko sepatu,30,18
17100000,1,3,3,2,Perdagangan,Toko sepatu,30,19
36900000,3,3,3,2,Perdagangan,Toko sepatu,30,20
26700000,2,3,3,2,Perdagangan,Toko tas,31,1
22700000,3,3,3,2,Perdagangan,Toko tas,31,2
21700000,3,3,3,2,Perdagangan,Toko tas,31,3
40000000,3,2,3,3,Perdagangan,Toko tas,31,4
19500000,2,3,3,3,Perdagangan,Toko tas,31,5
199700000,1,1,3,1,Perdagangan,Toko tas,31,6
28300000,2,2,3,2,Perdagangan,Toko tas,31,7
23300000,3,2,1,3,Perdagangan,Toko tas,31,8
16300000,3,2,3,2,Perdagangan,Toko tas,31,9
42700000,3,3,3,2,Perdagangan,Toko tas,31,10
24500000,3,2,3,3,Perdagangan,Toko tas,31,11
17600000,3,3,3,3,Perdagangan,Toko tas,31,12
141000000,2,3,3,2,Perdagangan,Toko tas,31,13
26900000,2,2,3,2,Perdagangan,Toko tas,31,14
37700000,2,3,1,2,Perdagangan,Toko tas,31,15
21800000,1,1,2,2,Perdagangan,Toko tas,31,16
169000000,3,3,3,2,Perdagangan,Toko tas,31,17
19500000,3,2,3,2,Perdagangan,Toko tas,31,18
58400000,3,1,3,1,Perdagangan,Toko tas,31,19
19000000,2,3,3,3,Perdagangan,Toko tas,31,20
58000000,3,3,1,3,Perdagangan,Toko perlengkapan bayi,32,1
140400000,3,3,1,1,Perdagangan,Toko perlengkapan bayi,32,2
42000000,3,3,3,1,Perdagangan,Toko perlengkapan bayi,32,3
47200000,3,3,3,2,Perdagangan,Toko perlengkapan bayi,32,4
150200000,1,2,3,2,Perdagangan,Toko perlengkapan bayi,32,5
36000000,2,3,2,3,Perdagangan,Toko perlengkapan bayi,32,6
34900000,3,3,3,1,Perdagangan,Toko perlengkapan bayi,32,7
31000000,3,2,1,1,Perdagangan,Toko perlengkapan bayi,32,8
49900000,3,2,3,3,Perdagangan,Toko perlengkapan bayi,32,9
60000000,3,3,2,1,Perdagangan,Toko perlengkapan bayi,32,10
180500000,3,3,1,2,Perdagangan,Toko perlengkapan bayi,32,11
191500000,2,3,3,3,Perdagangan,Toko perlengkapan bayi,32,12
42000000,3,3,2,2,Perdagangan,Toko perlengkapan bayi,32,13
142300000,1,3,3,2,Perdagangan,Toko perlengkapan bayi,32,14
57700000,1,2,2,3,Perdagangan,Toko perlengkapan bayi,32,15
97500000,3,1,3,2,Perdagangan,Toko perlengkapan bayi,32,16
51300000,3,3,2,2,Perdagangan,Toko perlengkapan bayi,32,17
163000000,2,3,3,2,Perdagangan,Toko perlengkapan bayi,32,18
26900000,1,3,3,3,Perdagangan,Toko perlengkapan bayi,32,19
122700000,2,3,2,2,Perdagangan,Toko perlengkapan bayi,32,20
18900000,2,3,3,3,Perdagangan,Toko buku,33,1
39600000,3,2,2,2,Perdagangan,Toko buku,33,2
18200000,3,3,3,3,Perdagangan,Toko buku,33,3
19100000,3,2,1,3,Perdagangan,Toko buku,33,4
135700000,3,3,3,2,Perdagangan,Toko buku,33,5
116900000,3,2,1,3,Perdagangan,Toko buku,33,6
16200000,3,3,3,2,Perdagangan,Toko buku,33,7
29000000,3,3,3,2,Perdagangan,Toko buku,33,8
17800000,3,3,1,3,Perdagangan,Toko buku,33,9
18300000,3,3,3,2,Perdagangan,Toko buku,33,10
63600000,3,2,1,2,Perdagangan,Toko buku,33,11
19400000,2,3,3,2,Perdagangan,Toko buku,33,12
16400000,3,2,3,2,Perdagangan,Toko buku,33,13
53100000,2,3,3,3,Perdagangan,Toko buku,33,14
75300000,3,3,1,3,Perdagangan,Toko buku,33,15
35100000,3,3,3,2,Perdagangan,Toko buku,33,16
122900000,3,3,3,2,Perdagangan,Toko buku,33,17
24800000,3,3,3,3,Perdagangan,Toko buku,33,18
17800000,1,3,3,2,Perdagangan,Toko buku,33,19
90300000,3,2,3,2,Perdagangan,Toko buku,33,20
102900000,3,3,3,3,Perdagangan,Toko mainan anak,34,1
73500000,2,3,3,2,Perdagangan,Toko mainan anak,34,2
29500000,3,3,3,2,Perdagangan,Toko mainan anak,34,3
27100000,3,3,3,2,Perdagangan,Toko mainan anak,34,4
37200000,3,3,3,2,Perdagangan,Toko mainan anak,34,5
23500000,3,3,3,2,Perdagangan,Toko mainan anak,34,6
23700000,3,3,2,2,Perdagangan,Toko mainan anak,34,7
25700000,3,3,2,2,Perdagangan,Toko mainan anak,34,8
43800000,3,3,1,3,Perdagangan,Toko mainan anak,34,9
32600000,3,3,2,2,Perdagangan,Toko mainan anak,34,10
57900000,3,2,3,3,Perdagangan,Toko mainan anak,34,11
156300000,3,2,3,2,Perdagangan,Toko mainan anak,34,12
181600000,3,3,2,2,Perdagangan,Toko mainan anak,34,13
33500000,2,3,3,3,Perdagangan,Toko mainan anak,34,14
39200000,3,3,3,2,Perdagangan,Toko mainan anak,34,15
19900000,3,3,3,2,Perdagangan,Toko mainan anak,34,16
27600000,3,2,3,2,Perdagangan,Toko mainan anak,34,17
34100000,3,3,3,2,Perdagangan,Toko mainan anak,34,18
27400000,3,3,3,2,Perdagangan,Toko mainan anak,34,19
80500000,3,3,3,2,Perdagangan,Toko mainan anak,34,20
34300000,3,3,3,2,Perdagangan,Toko bahan bangunan kecil,35,1
192700000,3,1,1,2,Perdagangan,Toko bahan bangunan kecil,35,2
36200000,3,3,3,2,Perdagangan,Toko bahan bangunan kecil,35,3
163700000,3,3,3,1,Perdagangan,Toko bahan bangunan kecil,35,4
32500000,3,1,3,1,Perdagangan,Toko bahan bangunan kecil,35,5
133500000,3,3,2,2,Perdagangan,Toko bahan bangunan kecil,35,6
120700000,2,2,3,2,Perdagangan,Toko bahan bangunan kecil,35,7
147900000,1,3,3,2,Perdagangan,Toko bahan bangunan kecil,35,8
137300000,2,3,3,2,Perdagangan,Toko bahan bangunan kecil,35,9
141300000,3,2,3,1,Perdagangan,Toko bahan bangunan kecil,35,10
120500000,2,3,3,3,Perdagangan,Toko bahan bangunan kecil,35,11
35400000,3,1,3,2,Perdagangan,Toko bahan bangunan kecil,35,12
106200000,3,3,2,1,Perdagangan,Toko bahan bangunan kecil,35,13
126600000,2,3,3,2,Perdagangan,Toko bahan bangunan kecil,35,14
35200000,3,3,3,1,Perdagangan,Toko bahan bangunan kecil,35,15
51000000,3,3,3,2,Perdagangan,Toko bahan bangunan kecil,35,16
177900000,3,3,3,3,Perdagangan,Toko bahan bangunan kecil,35,17
68200000,3,3,2,2,Perdagangan,Toko bahan bangunan kecil,35,18
133200000,3,3,3,3,Perdagangan,Toko bahan bangunan kecil,35,19
119100000,2,3,3,2,Perdagangan,Toko bahan bangunan kecil,35,20
47700000,3,2,3,2,Perdagangan,Toko sparepart motor,36,1
40300000,3,2,2,2,Perdagangan,Toko sparepart motor,36,2
30100000,3,3,3,2,Perdagangan,Toko sparepart motor,36,3
122800000,2,3,2,2,Perdagangan,Toko sparepart motor,36,4
191200000,2,2,2,2,Perdagangan,Toko sparepart motor,36,5
175300000,3,2,3,3,Perdagangan,Toko sparepart motor,36,6
61400000,3,3,3,2,Perdagangan,Toko sparepart motor,36,7
25500000,1,3,3,2,Perdagangan,Toko sparepart motor,36,8
79100000,3,1,3,2,Perdagangan,Toko sparepart motor,36,9
165400000,2,3,3,2,Perdagangan,Toko sparepart motor,36,10
148700000,3,3,3,3,Perdagangan,Toko sparepart motor,36,11
118700000,3,3,3,1,Perdagangan,Toko sparepart motor,36,12
176800000,3,3,2,2,Perdagangan,Toko sparepart motor,36,13
101600000,3,2,2,2,Perdagangan,Toko sparepart motor,36,14
52800000,2,2,3,2,Perdagangan,Toko sparepart motor,36,15
42400000,3,3,3,2,Perdagangan,Toko sparepart motor,36,16
116700000,3,3,3,2,Perdagangan,Toko sparepart motor,36,17
122400000,2,3,3,2,Perdagangan,Toko sparepart motor,36,18
131900000,3,3,2,2,Perdagangan,Toko sparepart motor,36,19
86800000,3,3,3,2,Perdagangan,Toko sparepart motor,36,20
128900000,3,2,3,2,Perdagangan,Toko handphone,37,1
170800000,3,3,3,2,Perdagangan,Toko handphone,37,2
39400000,1,3,3,3,Perdagangan,Toko handphone,37,3
128000000,3,3,3,2,Perdagangan,Toko handphone,37,4
133200000,3,3,1,2,Perdagangan,Toko handphone,37,5
61500000,3,3,3,2,Perdagangan,Toko handphone,37,6
102500000,3,3,3,2,Perdagangan,Toko handphone,37,7
65100000,3,3,3,2,Perdagangan,Toko handphone,37,8
60300000,3,3,3,2,Perdagangan,Toko handphone,37,9
74500000,3,3,1,3,Perdagangan,Toko handphone,37,10
157700000,1,3,3,1,Perdagangan,Toko handphone,37,11
119600000,3,3,3,3,Perdagangan,Toko handphone,37,12
130400000,3,3,2,2,Perdagangan,Toko handphone,37,13
177200000,3,3,3,1,Perdagangan,Toko handphone,37,14
31100000,2,3,3,3,Perdagangan,Toko handphone,37,15
43200000,3,1,2,1,Perdagangan,Toko handphone,37,16
66600000,3,3,3,3,Perdagangan,Toko handphone,37,17
62900000,3,3,2,2,Perdagangan,Toko handphone,37,18
164700000,3,1,2,2,Perdagangan,Toko handphone,37,19
164400000,1,3,3,2,Perdagangan,Toko handphone,37,20
22600000,3,2,3,2,Perdagangan,Toko herbal,38,1
69800000,3,2,3,2,Perdagangan,Toko herbal,38,2
15500000,3,2,3,2,Perdagangan,Toko herbal,38,3
10600000,3,2,3,3,Perdagangan,Toko herbal,38,4
164900000,2,2,2,3,Perdagangan,Toko herbal,38,5
11900000,3,3,3,2,Perdagangan,Toko herbal,38,6
17100000,3,3,1,3,Perdagangan,Toko herbal,38,7
169900000,2,2,2,2,Perdagangan,Toko herbal,38,8
39900000,2,3,3,2,Perdagangan,Toko herbal,38,9
151400000,3,3,3,2,Perdagangan,Toko herbal,38,10
10200000,3,3,2,3,Perdagangan,Toko herbal,38,11
19600000,3,2,2,3,Perdagangan,Toko herbal,38,12
50100000,3,3,3,3,Perdagangan,Toko herbal,38,13
123800000,3,1,3,2,Perdagangan,Toko herbal,38,14
116700000,3,3,3,1,Perdagangan,Toko herbal,38,15
27400000,3,3,3,1,Perdagangan,Toko herbal,38,16
127900000,1,3,3,3,Perdagangan,Toko herbal,38,17
30700000,3,3,3,2,Perdagangan,Toko herbal,38,18
19400000,3,1,3,3,Perdagangan,Toko herbal,38,19
18800000,3,2,3,2,Perdagangan,Toko herbal,38,20
28200000,3,3,2,2,Perdagangan,Toko peralatan rumah tangga,39,1
36200000,2,3,3,1,Perdagangan,Toko peralatan rumah tangga,39,2
60600000,3,3,2,1,Perdagangan,Toko peralatan rumah tangga,39,3
104200000,2,3,3,3,Perdagangan,Toko peralatan rumah tangga,39,4
40800000,3,3,3,2,Perdagangan,Toko peralatan rumah tangga,39,5
40300000,3,2,3,2,Perdagangan,Toko peralatan rumah tangga,39,6
28300000,3,3,3,2,Perdagangan,Toko peralatan rumah tangga,39,7
163400000,3,2,2,2,Perdagangan,Toko peralatan rumah tangga,39,8
38400000,3,2,2,2,Perdagangan,Toko peralatan rumah tangga,39,9
24300000,3,3,3,3,Perdagangan,Toko peralatan rumah tangga,39,10
150100000,1,3,3,2,Perdagangan,Toko peralatan rumah tangga,39,11
23700000,3,2,3,2,Perdagangan,Toko peralatan rumah tangga,39,12
115500000,3,2,3,2,Perdagangan,Toko peralatan rumah tangga,39,13
147300000,1,3,3,2,Perdagangan,Toko peralatan rumah tangga,39,14
64800000,3,3,3,2,Perdagangan,Toko peralatan rumah tangga,39,15
47700000,2,3,2,2,Perdagangan,Toko peralatan rumah tangga,39,16
29300000,3,3,3,2,Perdagangan,Toko peralatan rumah tangga,39,17
39500000,3,3,1,2,Perdagangan,Toko peralatan rumah tangga,39,18
33600000,3,3,3,2,Perdagangan,Toko peralatan rumah tangga,39,19
53300000,3,3,3,2,Perdagangan,Toko peralatan rumah tangga,39,20
167500000,1,1,3,3,Perdagangan,Toko online marketplace,40,1
12100000,3,1,3,3,Perdagangan,Toko online marketplace,40,2
5800000,3,3,1,3,Perdagangan,Toko online marketplace,40,3
143100000,3,3,3,2,Perdagangan,Toko online marketplace,40,4
3900000,3,1,1,3,Perdagangan,Toko online marketplace,40,5
42600000,3,1,3,3,Perdagangan,Toko online marketplace,40,6
196300000,3,1,3,2,Perdagangan,Toko online marketplace,40,7
69900000,3,2,3,3,Perdagangan,Toko online marketplace,40,8
21100000,3,3,2,3,Perdagangan,Toko online marketplace,40,9
151200000,2,2,3,3,Perdagangan,Toko online marketplace,40,10
2000000,3,1,3,1,Perdagangan,Toko online marketplace,40,11
18000000,3,1,3,3,Perdagangan,Toko online marketplace,40,12
11400000,3,1,2,3,Perdagangan,Toko online marketplace,40,13
36900000,3,3,2,3,Perdagangan,Toko online marketplace,40,14
22500000,3,2,3,3,Perdagangan,Toko online marketplace,40,15
3800000,3,2,3,3,Perdagangan,Toko online marketplace,40,16
7000000,3,1,2,2,Perdagangan,Toko online marketplace,40,17
96000000,3,3,2,3,Perdagangan,Toko online marketplace,40,18
19300000,3,3,3,3,Perdagangan,Toko online marketplace,40,19
3400000,2,2,2,3,Perdagangan,Toko online marketplace,40,20
22600000,2,2,1,3,Jasa,Laundry,41,1
9300000,2,2,1,3,Jasa,Laundry,41,2
9800000,2,3,1,1,Jasa,Laundry,41,3
19400000,2,2,2,3,Jasa,Laundry,41,4
24500000,3,2,2,2,Jasa,Laundry,41,5
12100000,2,2,2,3,Jasa,Laundry,41,6
112200000,2,2,1,3,Jasa,Laundry,41,7
17600000,1,2,1,1,Jasa,Laundry,41,8
36700000,3,2,1,3,Jasa,Laundry,41,9
144500000,2,1,2,3,Jasa,Laundry,41,10
27000000,1,1,1,3,Jasa,Laundry,41,11
12800000,2,3,2,3,Jasa,Laundry,41,12
36600000,3,3,1,3,Jasa,Laundry,41,13
80500000,3,1,1,3,Jasa,Laundry,41,14
50800000,2,2,1,2,Jasa,Laundry,41,15
21900000,2,1,3,3,Jasa,Laundry,41,16
22600000,3,2,1,3,Jasa,Laundry,41,17
25300000,2,1,1,3,Jasa,Laundry,41,18
23700000,3,3,1,2,Jasa,Laundry,41,19
10900000,2,3,1,3,Jasa,Laundry,41,20
73300000,2,2,1,3,Jasa,Servis HP,42,1
5500000,3,2,1,3,Jasa,Servis HP,42,2
13100000,2,1,2,2,Jasa,Servis HP,42,3
11400000,3,2,1,3,Jasa,Servis HP,42,4
11400000,2,2,1,3,Jasa,Servis HP,42,5
60600000,2,2,3,3,Jasa,Servis HP,42,6
74700000,2,2,1,3,Jasa,Servis HP,42,7
8400000,3,2,1,3,Jasa,Servis HP,42,8
10700000,2,2,1,3,Jasa,Servis HP,42,9
10900000,3,2,2,3,Jasa,Servis HP,42,10
14700000,2,2,2,3,Jasa,Servis HP,42,11
14900000,2,3,1,3,Jasa,Servis HP,42,12
8900000,2,2,1,3,Jasa,Servis HP,42,13
19000000,3,2,1,3,Jasa,Servis HP,42,14
21900000,3,2,1,3,Jasa,Servis HP,42,15
16800000,1,1,2,3,Jasa,Servis HP,42,16
25500000,2,1,1,3,Jasa,Servis HP,42,17
86300000,2,2,2,3,Jasa,Servis HP,42,18
24300000,2,1,1,3,Jasa,Servis HP,42,19
121300000,2,2,1,3,Jasa,Servis HP,42,20
195400000,3,2,1,2,Jasa,Jahit,43,1
65400000,2,2,1,3,Jasa,Jahit,43,2
8100000,3,1,2,3,Jasa,Jahit,43,3
41400000,3,2,1,3,Jasa,Jahit,43,4
103500000,2,2,1,3,Jasa,Jahit,43,5
5900000,2,3,1,3,Jasa,Jahit,43,6
18200000,3,1,2,2,Jasa,Jahit,43,7
19400000,2,2,1,1,Jasa,Jahit,43,8
5800000,2,2,1,3,Jasa,Jahit,43,9
5100000,3,2,1,3,Jasa,Jahit,43,10
5700000,3,3,1,1,Jasa,Jahit,43,11
15200000,3,2,1,3,Jasa,Jahit,43,12
7500000,2,3,1,1,Jasa,Jahit,43,13
111900000,2,2,1,3,Jasa,Jahit,43,14
7300000,1,3,1,1,Jasa,Jahit,43,15
17900000,3,2,1,2,Jasa,Jahit,43,16
9900000,2,3,1,3,Jasa,Jahit,43,17
70300000,2,2,1,3,Jasa,Jahit,43,18
31900000,2,2,2,1,Jasa,Jahit,43,19
14200000,3,2,1,3,Jasa,Jahit,43,20
13400000,2,2,1,3,Jasa,Cuci motor,44,1
38300000,2,2,1,3,Jasa,Cuci motor,44,2
16100000,2,2,1,2,Jasa,Cuci motor,44,3
14300000,3,3,1,2,Jasa,Cuci motor,44,4
176200000,2,2,1,2,Jasa,Cuci motor,44,5
17600000,2,1,3,3,Jasa,Cuci motor,44,6
57800000,2,3,3,1,Jasa,Cuci motor,44,7
92500000,3,2,1,3,Jasa,Cuci motor,44,8
30400000,2,3,1,3,Jasa,Cuci motor,44,9
12600000,2,2,1,3,Jasa,Cuci motor,44,10
64800000,2,2,1,3,Jasa,Cuci motor,44,11
145700000,2,3,2,3,Jasa,Cuci motor,44,12
16400000,3,1,1,3,Jasa,Cuci motor,44,13
15400000,2,2,1,3,Jasa,Cuci motor,44,14
11900000,1,2,1,3,Jasa,Cuci motor,44,15
9500000,3,1,2,3,Jasa,Cuci motor,44,16
58700000,2,2,1,3,Jasa,Cuci motor,44,17
14400000,3,2,2,2,Jasa,Cuci motor,44,18
9500000,2,2,1,3,Jasa,Cuci motor,44,19
11800000,2,2,1,3,Jasa,Cuci motor,44,20
96900000,2,2,1,1,Jasa,Cuci mobil,45,1
117300000,3,2,1,3,Jasa,Cuci mobil,45,2
20800000,2,3,1,2,Jasa,Cuci mobil,45,3
192800000,3,2,1,2,Jasa,Cuci mobil,45,4
57600000,2,2,1,3,Jasa,Cuci mobil,45,5
28200000,3,2,1,3,Jasa,Cuci mobil,45,6
102000000,3,2,1,1,Jasa,Cuci mobil,45,7
111000000,2,2,1,3,Jasa,Cuci mobil,45,8
146600000,2,2,3,2,Jasa,Cuci mobil,45,9
24200000,3,2,1,3,Jasa,Cuci mobil,45,10
28800000,2,2,1,3,Jasa,Cuci mobil,45,11
35500000,2,2,3,2,Jasa,Cuci mobil,45,12
164500000,3,3,3,2,Jasa,Cuci mobil,45,13
27500000,2,3,1,2,Jasa,Cuci mobil,45,14
177500000,3,2,1,3,Jasa,Cuci mobil,45,15
30600000,3,2,1,3,Jasa,Cuci mobil,45,16
29800000,3,2,1,2,Jasa,Cuci mobil,45,17
30200000,3,2,1,3,Jasa,Cuci mobil,45,18
42900000,2,3,1,3,Jasa,Cuci mobil,45,19
34300000,2,2,1,3,Jasa,Cuci mobil,45,20
46200000,3,1,1,2,Jasa,Fotokopi / print,46,1
52600000,2,2,2,3,Jasa,Fotokopi / print,46,2
56000000,2,3,1,2,Jasa,Fotokopi / print,46,3
54700000,3,2,1,2,Jasa,Fotokopi / print,46,4
26500000,2,2,2,2,Jasa,Fotokopi / print,46,5
143600000,2,2,1,3,Jasa,Fotokopi / print,46,6
90000000,2,2,1,3,Jasa,Fotokopi / print,46,7
153900000,3,2,1,3,Jasa,Fotokopi / print,46,8
32900000,2,2,1,3,Jasa,Fotokopi / print,46,9
